Area,,Title,Href,Bedrooms,Bathrooms,Lounges,Main Value 3,Price,Dining Areas,Pool,Floor Area,Land Area,Province,City,Suburb,Area,Price per Sqm,Price per Land Area,Type,Max Price,Max Price Href,Potential Profit
auckland-park,9219,2 Bed Apartment in Auckland Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/45-ss-the-yard-2/31-hampton-avenue/T4373188,2.0,1.0,1.0,,900000.0,,1.0,79.0,5526.0,gauteng,johannesburg,northcliff,auckland-park,11392.405063291139,162.86644951140065,Apartment,950000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/T3886483,50000.0
auckland-park,9866,1 Bed Apartment in Auckland Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/28-stanley-street/T3884536,1.0,1.0,,,500000.0,,1.0,,,gauteng,johannesburg,northcliff,auckland-park,,,Apartment,700000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/41-napier-place/73-richmond-lynn-lane/T4183853,200000.0
auckland-park,10577,2 Bed Apartment in Auckland Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/richmond-place/menton-road/T4470205,2.0,1.0,1.0,,730000.0,,,,,gauteng,johannesburg,northcliff,auckland-park,,,Apartment,950000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/T3886483,220000.0
auckland-park,10927,2 Bed Apartment in Auckland Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/the-yard/plantation-road/T4387066,2.0,1.0,1.0,,850000.0,,,,,gauteng,johannesburg,northcliff,auckland-park,,,Apartment,950000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/T3886483,100000.0
auckland-park,11053,1 Bed Apartment in Auckland Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/delheim-village/T4056081,1.0,1.0,1.0,,550000.0,,1.0,,,gauteng,johannesburg,northcliff,auckland-park,,,Apartment,700000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/41-napier-place/73-richmond-lynn-lane/T4183853,150000.0
auckland-park,11062,2 Bed Apartment in Auckland Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/the-yard/plantation-road/T4381678,2.0,1.0,1.0,,880000.0,,,,,gauteng,johannesburg,northcliff,auckland-park,,,Apartment,950000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/T3886483,70000.0
auckland-park,11083,1 Bed Apartment in Auckland Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/melville-mews/menton-road/T4100602,1.0,1.0,1.0,,520000.0,,,,,gauteng,johannesburg,northcliff,auckland-park,,,Apartment,700000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/41-napier-place/73-richmond-lynn-lane/T4183853,180000.0
auckland-park,11084,1 Bed Apartment in Auckland Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/T4309695,1.0,1.0,,,615000.0,,,,,gauteng,johannesburg,northcliff,auckland-park,,,Apartment,700000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/auckland-park/41-napier-place/73-richmond-lynn-lane/T4183853,85000.0
bedford-gardens,20659,2 Bed Apartment in Bedford Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/32-villa-del-sol/8-regents-street/T4442164,2.0,1.0,1.0,LevyR 2900,650000.0,,1.0,113.0,1000.0,gauteng,johannesburg,bedfordview,bedford-gardens,5752.212389380531,650.0,Apartment,2495000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/82-villa-abrosia-apartments/16-kirkby-road/T4374463,1845000.0
bedford-gardens,20729,2 Bed Apartment in Bedford Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/T4451258,2.0,1.0,1.0,LevyR 2663,650000.0,1.0,1.0,105.0,,gauteng,johannesburg,bedfordview,bedford-gardens,6190.476190476191,,Apartment,2100000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/T4129461,1450000.0
bedford-gardens,20734,2 Bed Apartment in Bedford Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/T4205363,2.0,1.0,1.0,LevyR 2662,650000.0,1.0,1.0,105.0,,gauteng,johannesburg,bedfordview,bedford-gardens,6190.476190476191,,Apartment,2100000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/T4129461,1450000.0
bedford-gardens,20205,2 Bed Apartment in Bedford Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/106-hahoon-san-martinho/10-leicester-road/T4361445,2.0,2.0,2.0,RatesR 740,720000.0,,1.0,113.0,,gauteng,johannesburg,bedfordview,bedford-gardens,6371.6814159292035,,Apartment,2495000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/82-villa-abrosia-apartments/16-kirkby-road/T4374463,1775000.0
bedford-gardens,20753,2 Bed Apartment in Bedford Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/T4313737,2.0,2.0,,LevyR 2596,720000.0,,1.0,113.0,,gauteng,johannesburg,bedfordview,bedford-gardens,6371.6814159292035,,Apartment,2495000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/82-villa-abrosia-apartments/16-kirkby-road/T4374463,1775000.0
bedford-gardens,20754,2 Bed Apartment in Bedford Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/T3794860,2.0,2.0,1.0,RatesR 600,720000.0,1.0,1.0,111.0,7758.0,gauteng,johannesburg,bedfordview,bedford-gardens,6486.486486486487,92.80742459396751,Apartment,2700000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/T3616892,1980000.0
bedford-gardens,20194,2 Bed Apartment in Bedford Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/1808-san-martinho/10-leicester-road/T4312496,2.0,2.0,1.0,,740000.0,1.0,1.0,113.0,,gauteng,johannesburg,bedfordview,bedford-gardens,6548.672566371682,,Apartment,2495000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/82-villa-abrosia-apartments/16-kirkby-road/T4374463,1755000.0
bedford-gardens,22046,2 Bed Apartment in Bedford Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/T4318871,2.0,2.0,1.0,LevyR 2596,740000.0,,1.0,113.0,,gauteng,johannesburg,bedfordview,bedford-gardens,6548.672566371682,,Apartment,2495000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/82-villa-abrosia-apartments/16-kirkby-road/T4374463,1755000.0
bedford-gardens,20759,2 Bed Apartment in Bedford Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/T4062380,2.0,2.0,1.0,LevyR 1940,749000.0,1.0,1.0,113.0,,gauteng,johannesburg,bedfordview,bedford-gardens,6628.3185840707965,,Apartment,2495000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/82-villa-abrosia-apartments/16-kirkby-road/T4374463,1746000.0
bedford-gardens,20196,2 Bed Apartment in Bedford Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/doonside/1-leicester-road/T4424299,2.0,2.0,,LevyR 2400,750000.0,1.0,1.0,113.0,,gauteng,johannesburg,bedfordview,bedford-gardens,6637.168141592921,,Apartment,2495000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/82-villa-abrosia-apartments/16-kirkby-road/T4374463,1745000.0
bedfordview,20763,2 Bed Apartment in Bedfordview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4358473,2.0,2.0,2.0,RatesR 600,750000.0,1.0,,111.0,111.0,gauteng,johannesburg,bedfordview,bedfordview,6756.756756756757,6756.756756756757,Apartment,2999000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T3512616,2249000.0
bedfordview,22032,1 Bed Apartment in Bedfordview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4401044,1.0,1.0,,LevyR 1761,490000.0,,,70.0,,gauteng,johannesburg,bedfordview,bedfordview,7000.0,,Apartment,1680000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4355934,1190000.0
bedfordview,20821,2 Bed Apartment in Bedfordview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T3883773,2.0,2.0,,LevyR 2593,950000.0,1.0,1.0,111.0,,gauteng,johannesburg,bedfordview,bedfordview,8558.558558558558,,Apartment,2999000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T3512616,2049000.0
bedfordview,20752,2 Bed Apartment in Bedfordview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T3990197,2.0,1.0,1.0,LevyR 1867,700000.0,,,78.0,,gauteng,johannesburg,bedfordview,bedfordview,8974.358974358975,,Apartment,1295000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4060164,595000.0
bedfordview,20809,2 Bed Apartment in Bedfordview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4358533,2.0,2.0,1.0,RatesR 700,900000.0,1.0,,100.0,100.0,gauteng,johannesburg,bedfordview,bedfordview,9000.0,9000.0,Apartment,1340000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4412057,440000.0
bedfordview,20802,2 Bed Apartment in Bedfordview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4208850,2.0,2.0,1.0,LevyR 1943,890000.0,1.0,,98.0,,gauteng,johannesburg,bedfordview,bedfordview,9081.632653061224,,Apartment,1985000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/120-infinite/37-angus-road/T4201874,1095000.0
bedfordview,20783,1 Bed Apartment in Bedfordview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4234237,1.0,1.0,1.0,,800000.0,1.0,1.0,85.0,,gauteng,johannesburg,bedfordview,bedfordview,9411.764705882353,,Apartment,875000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4506335,75000.0
bedfordview,20300,2 Bed Apartment in Bedfordview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/160-ag-de-witt-the-meridian-bedfordview/T4512418,2.0,2.0,,RatesR 1437,1450000.0,,1.0,152.0,152.0,gauteng,johannesburg,bedfordview,bedfordview,9539.473684210527,9539.473684210527,Apartment,1550000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/160-ag-de-witt-bedfordview/T4512638,100000.0
bedfordview,20762,2 Bed Apartment in Bedfordview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4369080,2.0,1.0,1.0,RatesR 690,750000.0,1.0,,78.0,6706.0,gauteng,johannesburg,bedfordview,bedfordview,9615.384615384615,111.84014315538325,Apartment,1295000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4060164,545000.0
bedfordview,20216,2 Bed Apartment in Bedfordview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/31-bedfordview-terrace/134-arterial-road-east/T4166030,2.0,2.0,1.0,LevyR 2503,850000.0,1.0,,88.0,,gauteng,johannesburg,bedfordview,bedfordview,9659.09090909091,,Apartment,2200000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4235636,1350000.0
benmore-gardens,7719,3 Bed Apartment in Benmore Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/T4470109,3.0,2.0,,,1299000.0,1.0,1.0,146.0,,gauteng,johannesburg,sandton-and-bryanston-north,benmore-gardens,8897.260273972603,,Apartment,1800000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/205-ben-eden/113-elizabeth-avenue/T4453891,501000.0
benmore-gardens,4010,2 Bed Apartment in Benmore Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/0-ben-avon-ben-eden/113-elizabeth-avenue/T4417922,2.0,2.0,1.0,,1299000.0,1.0,1.0,120.0,,gauteng,johannesburg,sandton-and-bryanston-north,benmore-gardens,10825.0,,Apartment,1399000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/T3204008,100000.0
benmore-gardens,4540,2 Bed Apartment in Benmore Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/62-northern-acres/5-loudon-road/T4517515,2.0,2.0,1.0,LevyR 2177,1099000.0,1.0,1.0,68.0,,gauteng,johannesburg,sandton-and-bryanston-north,benmore-gardens,16161.764705882353,,Apartment,1150000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/612-northern-acres/5-loudon-road/T4512989,51000.0
benmore-gardens,3972,2 Bed Apartment in Benmore Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/000-morningside-hills/26-benmore-road/T4463651,2.0,1.0,1.0,,799900.0,,1.0,,,gauteng,johannesburg,sandton-and-bryanston-north,benmore-gardens,,,Apartment,900000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/morningside-hills/26-benmore-road-road/T4513801,100100.0
bergbron,10090,2 Bed Apartment in Bergbron,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/T4171283,2.0,2.0,,RatesR 600,980000.0,,,84.0,541.0,gauteng,johannesburg,northcliff,bergbron,11666.666666666666,1811.460258780037,Apartment,1250000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/10-kenton/1348-giant-castle-avenue/T4289056,270000.0
bergbron,10097,2 Bed Apartment in Bergbron,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/T4512928,2.0,2.0,1.0,LevyR 1525,995000.0,,,84.0,,gauteng,johannesburg,northcliff,bergbron,11845.238095238095,,Apartment,1250000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/10-kenton/1348-giant-castle-avenue/T4289056,255000.0
bergbron,10074,2 Bed Apartment in Bergbron,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/T4256296,2.0,2.0,1.0,LevyR 739,950000.0,,,74.0,,gauteng,johannesburg,northcliff,bergbron,12837.837837837838,,Apartment,1015000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/T4456243,65000.0
bergbron,9876,2 Bed Apartment in Bergbron,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/72-hampton/1354-giants-castle-avenue/T4315744,2.0,2.0,,LevyR 895,845000.0,,,65.0,,gauteng,johannesburg,northcliff,bergbron,13000.0,,Apartment,920000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/42-hampton/1354-giants-castle-avenue/T4128307,75000.0
bergbron,9877,2 Bed Apartment in Bergbron,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/121-hampton/1354-giants-castle-avenue/T4266483,2.0,2.0,,LevyR 895,845000.0,,,65.0,,gauteng,johannesburg,northcliff,bergbron,13000.0,,Apartment,920000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/42-hampton/1354-giants-castle-avenue/T4128307,75000.0
bergbron,9878,2 Bed Apartment in Bergbron,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/84-hampton/1354-giants-castle-avenue/T4250914,2.0,2.0,,LevyR 895,845000.0,,,65.0,,gauteng,johannesburg,northcliff,bergbron,13000.0,,Apartment,920000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/42-hampton/1354-giants-castle-avenue/T4128307,75000.0
bergbron,9879,2 Bed Apartment in Bergbron,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/109-hampton/1354-giants-castle-avenue/T4202656,2.0,2.0,,LevyR 895,845000.0,,,65.0,,gauteng,johannesburg,northcliff,bergbron,13000.0,,Apartment,920000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/42-hampton/1354-giants-castle-avenue/T4128307,75000.0
bergbron,9880,2 Bed Apartment in Bergbron,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/96-hampton/1435-giants-castle-avenue/T4183460,2.0,2.0,,LevyR 895,845000.0,,,65.0,,gauteng,johannesburg,northcliff,bergbron,13000.0,,Apartment,920000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/42-hampton/1354-giants-castle-avenue/T4128307,75000.0
bergbron,9881,2 Bed Apartment in Bergbron,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/48-hampton/1354-giants-castle-avenue/T4136882,2.0,2.0,,LevyR 895,845000.0,,,65.0,,gauteng,johannesburg,northcliff,bergbron,13000.0,,Apartment,920000.0,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/bergbron/42-hampton/1354-giants-castle-avenue/T4128307,75000.0
